2016-02-20 13:14:50 [27310] [INFO] Starting gunicorn 17.5
2016-02-20 13:14:50 [27310] [INFO] Listening at: http://127.0.0.1:8000 (27310)
2016-02-20 13:14:50 [27310] [INFO] Using worker: sync
2016-02-20 13:14:50 [27315] [INFO] Booting worker with pid: 27315
2016-02-20 13:17:50 [27315] [INFO] Worker exiting (pid: 27315)
2016-02-20 13:17:50 [27310] [INFO] Handling signal: term
2016-02-20 13:17:50 [27310] [INFO] Shutting down: Master
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 14:00:16] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:00:54] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:00:54] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:00:55] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:00:55] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:05:11] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:05:11] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:05:11] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:05:12] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:09:03] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:09:03] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:10:47] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:10:48] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:11:34] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:11:35] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:11:40] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:11:40] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:11:40] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:11:41] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:13:43] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:13:43] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:02] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:02] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:05] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:05] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:16] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:16] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:17] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:16:17] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:27:39] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:27:39] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:27:40] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:27:40] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:28:20] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:28:20] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:31:32] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:31:33] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:34:50] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:34:50] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:34:57] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:34:57] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:34:58] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:34:58] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:35:24] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:35:24] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:35:52] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:35:52] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:35:52] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:35:52] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:42:31] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:42:31] "GET /config/work_unit_manager HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:42:45] "GET /jobs HTTP/1.1" 200 -
70.51.158.161 - - [20/Feb/2016 14:42:45] "GET /config/work_unit_manager HTTP/1.1" 200 -
 * Running on http://0.0.0.0:5000/ (Press CTRL+C to quit)
70.51.158.161 - - [20/Feb/2016 14:49:12] "GET /jobs HTTP/1.1" 200 -
